city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,maintainer,aggregate,rating,featureId,maintainers,curators,sources,certValidation
,Leicester,,GBR,5,,,,5,,52.60678925257193,-1.1258430644059274,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,322,,,,
,Leicestershire,,GBR,17,,,,17,1005558,52.67122976369262,-1.1170709903839224,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,323,,,,
,Lewisham,,GBR,39,,,,39,,51.45485698096485,-0.020626288272609372,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,324,,,,
,Lincolnshire,,GBR,7,,,,7,1060567,53.12138316510095,-0.22751105405745875,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,325,,,,
,Liverpool,,GBR,13,,,,13,,53.412221738037374,-2.9620655980152155,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,326,,,,
,Luton,,GBR,3,,,,3,,51.88424937600786,-0.3940014311211826,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,327,,,,
,Manchester,,GBR,21,,,,21,,53.44718915755354,-2.2513235753227434,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,328,,,,
,Medway,,GBR,8,,,,8,,51.41229721683642,0.5708690730683657,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,329,,,,
,Merton,,GBR,39,,,,39,,51.40890371353552,-0.18562913672528225,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,330,,,,
,Middlesbrough,,GBR,0,,,,0,,54.531012885136505,-1.2151916162001442,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,331,,,,
,Milton Keynes,,GBR,5,,,,5,,52.070181179218025,-0.7260095895209417,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,332,,,,
,Newcastle upon Tyne,,GBR,19,,,,19,,55.01077984411447,-1.6197237394090394,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,333,,,,
,Newham,,GBR,32,,,,32,,51.52600250990787,0.042922804493827016,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,334,,,,
,Norfolk,,GBR,11,,,,11,877710,52.66413290015265,0.9523097061513965,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,335,,,,
,North East Lincolnshire,,GBR,0,,,,0,,53.553496852445065,-0.1301505615609193,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,336,,,,
,North Lincolnshire,,GBR,1,,,,1,,53.58327667878578,-0.558919283936299,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,337,,,,
,North Somerset,,GBR,4,,,,4,,51.40801629048416,-2.8128399318404718,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,338,,,,
,North Tyneside,,GBR,10,,,,10,,55.026428262859,-1.5311261769496696,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,339,,,,
,North Yorkshire,,GBR,13,,,,13,1080136,54.08903304402421,-1.3737297140511806,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,340,,,,
,Northamptonshire,,GBR,16,,,,16,714392,52.30807363568971,-0.8284193587164452,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,341,,,,
,Northumberland,,GBR,6,,,,6,315987,55.2943535425097,-2.0702957224004597,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,342,,,,
,Nottingham,,GBR,14,,,,14,,52.93211823202077,-1.1664349024987644,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,343,,,,
,Nottinghamshire,,GBR,29,,,,29,1115658,53.12984518121013,-1.0091835185045852,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,344,,,,
,Oldham,,GBR,14,,,,14,,53.54174510415322,-2.0505382180143386,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,345,,,,
,Oxfordshire,,GBR,34,,,,34,672516,51.808104153383965,-1.2839083519388907,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,346,,,,
,Peterborough,,GBR,2,,,,2,,52.58384491665956,-0.27010718424918423,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,347,,,,
,Plymouth,,GBR,7,,,,7,,50.386921002852894,-4.114404709437087,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,348,,,,
,Portsmouth,,GBR,5,,,,5,,50.81639231950007,-1.0414932934999115,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,349,,,,
,Reading,,GBR,7,,,,7,,51.45051852416054,-1.0228260967969334,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,350,,,,
,Redbridge,,GBR,18,,,,18,,51.58426768725394,0.08813968275015327,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,351,,,,
,Redcar and Cleveland,,GBR,1,,,,1,,54.56022797297001,-0.9987577985335747,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,352,,,,
,Richmond upon Thames,,GBR,12,,,,12,,51.43577545852057,-0.2985421411569007,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,353,,,,
,Rochdale,,GBR,9,,,,9,,53.611113383875534,-2.1230948556430747,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,354,,,,
,Rotherham,,GBR,3,,,,3,,53.38535818403295,-1.2620607199262963,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,355,,,,
,Rutland,,GBR,0,,,,0,38022,52.62709809060436,-0.6102156235521932,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,356,,,,
,Salford,,GBR,9,,,,9,,53.478487549560725,-2.4083187582041603,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,357,,,,
,Sandwell,,GBR,7,,,,7,,52.51594821064137,-1.990508552377804,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,358,,,,
,Sefton,,GBR,6,,,,6,,53.59523329742909,-2.9978000018707007,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,359,,,,
,Sheffield,,GBR,40,,,,40,,53.40286469230168,-1.604896511165066,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,360,,,,
,Shropshire,,GBR,3,,,,3,479561,52.660881557637765,-2.7153846879136267,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,361,,,,
,Slough,,GBR,17,,,,17,,51.469675198001966,-0.5744942897296994,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,362,,,,
,Solihull,,GBR,1,,,,1,,52.42412598362722,-1.7274030960260518,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,363,,,,
,Somerset,,GBR,10,,,,10,931784,51.07369161647489,-2.975872259896903,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,364,,,,
,South Gloucestershire,,GBR,12,,,,12,,51.54588758329207,-2.475195048114843,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,365,,,,
,South Tyneside,,GBR,2,,,,2,,54.958685614000075,-1.4462816066733524,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,366,,,,
,Southampton,,GBR,7,,,,7,,50.88910228093991,-1.3789863545366359,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,367,,,,
,Southend-on-Sea,,GBR,4,,,,4,,51.55627981216796,0.7374681475586442,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,368,,,,
,Southwark,,GBR,82,,,,82,,51.464455878635846,-0.06552018850590002,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,369,,,,
,St. Helens,,GBR,2,,,,2,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,,,,,
,Staffordshire,,GBR,18,,,,18,1111192,52.81512278888559,-2.014742295320673,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,370,,,,
,Stockport,,GBR,13,,,,13,,53.39109497375401,-2.1360268822847956,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,371,,,,
,Stockton-on-Tees,,GBR,9,,,,9,,54.55390554510478,-1.3218388537300996,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,372,,,,
,Stoke-on-Trent,,GBR,2,,,,2,,53.03867503507479,-2.1709084745964162,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,373,,,,
,Suffolk,,GBR,13,,,,13,738512,52.236436265000066,1.0804205660576542,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,374,,,,
,Sunderland,,GBR,4,,,,4,,54.86062788461916,-1.459068324274273,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,375,,,,
,Surrey,,GBR,45,,,,45,1161256,51.27844656061026,-0.38864000088534567,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,376,,,,
,Sutton,,GBR,14,,,,14,,51.35340322572827,-0.1872181866200151,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,377,,,,
,Swindon,,GBR,4,,,,4,,51.56933319821849,-1.7075775824394839,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,378,,,,
,Tameside,,GBR,14,,,,14,,53.46045083518786,-2.1016202588178885,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,379,,,,
,Telford and Wrekin,,GBR,0,,,,0,,52.71430206958482,-2.4850753440019275,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,380,,,,
,Thurrock,,GBR,3,,,,3,,51.505512803373136,0.3850030914694855,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,381,,,,
,Torbay,,GBR,8,,,,8,,50.44218552834638,-3.5739260030656315,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,382,,,,
,Tower Hamlets,,GBR,33,,,,33,,51.516080633764204,-0.02629777642127351,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,383,,,,
,Trafford,,GBR,13,,,,13,,53.40615211592737,-2.3816966416367222,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,384,,,,
,Wakefield,,GBR,6,,,,6,,53.6560275336937,-1.4101797147220907,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,385,,,,
,Walsall,,GBR,16,,,,16,,52.598079007839914,-1.955641203978388,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,386,,,,
,Waltham Forest,,GBR,17,,,,17,,51.599512234202194,-0.012551846240711484,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,387,,,,
,Wandsworth,,GBR,75,,,,75,,51.45489573859743,-0.1861200631404074,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,388,,,,
,Warrington,,GBR,4,,,,4,,53.387232571276115,-2.5546834985446196,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,389,,,,
,Warwickshire,,GBR,11,,,,11,551594,52.33041077363828,-1.5655449083208737,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,390,,,,
,West Berkshire,,GBR,3,,,,3,,51.44120148436099,-1.3082479518315324,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,391,,,,
,West Sussex,,GBR,16,,,,16,828398,50.94804494863297,-0.4655862087365392,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,392,,,,
,Westminster,,GBR,78,,,,78,,51.50601664944878,-0.16165127203859697,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,393,,,,
,Wigan,,GBR,4,,,,4,,53.51763804825728,-2.6185297304627113,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,394,,,,
,Wiltshire,,GBR,12,,,,12,698942,51.309930426547936,-1.9179652566412813,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,395,,,,
,Windsor and Maidenhead,,GBR,13,,,,13,,51.464455878186186,-0.7110234240917634,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,396,,,,
,Wirral,,GBR,8,,,,8,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,,,,,
,Wokingham,,GBR,9,,,,9,,51.44908526202519,-0.9407575803480484,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,397,,,,
,Wolverhampton,,GBR,28,,,,28,,52.58091227872865,-2.088510402932741,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,398,,,,
,Worcestershire,,GBR,8,,,,8,575421,52.20434611687975,-2.1993563498157016,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,399,,,,
,York,,GBR,5,,,,5,,53.94391693776643,-1.0799931502137383,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,,county,0.5609756097560976,400,,,,
,,Abruzzo,ITA,385,11,8,,366,1311580,42.28841046055399,13.90075072681885,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,401,,,,
,,Basilicata,ITA,37,0,0,,37,562869,40.51736165566957,16.10092821894685,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,402,,,,
,,P.A. Bolzano,ITA,436,14,1,,421,107436,46.65500433907897,11.419398570635366,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,403,,,,
,,Calabria,ITA,169,3,2,,164,1947131,39.02984011561159,16.418351979942813,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,404,,,,
,,Campania,ITA,652,17,30,,605,5801692,40.74896505776182,14.783939401902451,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,405,,,,
,,Emilia Romagna,ITA,5214,531,177,,4506,4459477,44.43551924350304,10.977418355306853,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,406,,,,
,,Friuli Venezia Giulia,ITA,599,36,41,,522,1215220,46.11416103259626,13.120408018720507,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,407,,,,
,,Lazio,ITA,823,38,44,,741,5879082,41.811776720877134,12.738640304805985,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,408,,,,
,,Liguria,ITA,1059,91,85,,883,1550640,44.22635345917788,8.783353306551223,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,409,,,,
,,Lombardia,ITA,19884,2168,3778,,13938,10060574,45.65756679322394,9.96253973345539,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,410,,,,
,,Marche,ITA,1737,115,0,,1622,1525271,43.327895591043244,13.051090223045493,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,411,,,,
,,Molise,ITA,46,2,6,,38,305617,41.716894204537866,14.551257200672993,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,412,,,,
,,Piemonte,ITA,2932,175,3,,2754,4356406,45.2610218282163,7.920205809104651,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,413,,,,
,,Puglia,ITA,478,25,4,,449,4029053,41.010137150757664,16.726699634103944,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,414,,,,
,,Sardegna,ITA,206,2,0,,204,1639591,40.08640349767029,8.980454405390873,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,415,,,,
,,Sicilia,ITA,340,4,15,,321,4999891,37.15296765317062,13.78962610516875,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,416,,,,
,,Toscana,ITA,1482,38,22,,1422,3729641,43.35572961610775,11.02809014521221,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,417,,,,
,,P.A. Trento,ITA,523,12,20,,491,1072276,46.10760284849263,11.214905976229801,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,418,,,,
,,Umbria,ITA,334,2,4,,328,882015,42.99086726176927,12.578027098494626,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,419,,,,
,,Valle d'Aosta,ITA,215,6,0,,209,125666,45.726711771467265,7.3704153357535205,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,420,,,,
,,Veneto,ITA,3484,115,200,,3169,4905854,45.737146979710815,11.862938179646614,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,,state,0.8292682926829268,421,,,,
,,AK,USA,6,,,406,6,731545,61.51689280800005,0.7835596040000752,https://covidtracking.com/api/states,,state,0.5609756097560976,422,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,AL,USA,68,0,,96,68,4903185,32.6211173120505,-86.69343876373793,https://covidtracking.com/api/states,,state,0.6585365853658537,423,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,AR,USA,46,,,469,46,3017804,34.755387388617066,-92.142816204804,https://covidtracking.com/api/states,,state,0.5609756097560976,424,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,AS,USA,0,0,,0,0,,,,https://covidtracking.com/api/states,,state,0.6585365853658537,,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,AZ,USA,44,0,,349,44,7278717,34.165156819218375,-111.93299895849756,https://covidtracking.com/api/states,,state,0.6585365853658537,425,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,CO,USA,216,2,,2328,214,5758736,38.99982098225249,-105.54309696705135,https://covidtracking.com/api/states,,state,0.6585365853658537,426,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,CT,USA,96,1,,700,95,3565287,41.52780529315321,-72.75935673202756,https://covidtracking.com/api/states,,state,0.6585365853658537,427,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,DC,USA,39,0,,203,39,705749,38.899451555326564,-77.0145477695639,https://covidtracking.com/api/states,,state,0.6585365853658537,428,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,DE,USA,30,0,,66,30,973764,39.14564123795276,-75.41630955251765,https://covidtracking.com/api/states,,state,0.6585365853658537,429,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,FL,USA,390,8,,2942,382,21477737,28.060753542550117,-83.82965067998012,https://covidtracking.com/api/states,,state,0.6585365853658537,430,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,GA,USA,287,10,,1831,277,10617423,32.68249920507424,-83.22068258120515,https://covidtracking.com/api/states,,state,0.6585365853658537,431,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,GU,USA,12,,,81,12,,,,https://covidtracking.com/api/states,,state,0.5609756097560976,,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,HI,USA,16,,,118,16,1415872,20.58419053050008,-157.30113772849992,https://covidtracking.com/api/states,,state,0.5609756097560976,432,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,IA,USA,38,,,121,38,3155070,41.94023846253498,-93.38911747419203,https://covidtracking.com/api/states,,state,0.5609756097560976,433,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,ID,USA,11,,,468,11,1787065,45.49602738420207,-114.12702030654191,https://covidtracking.com/api/states,,state,0.5609756097560976,434,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,IL,USA,426,4,,3151,422,12671821,39.74570721281759,-89.26887859227318,https://covidtracking.com/api/states,,state,0.6585365853658537,435,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,IN,USA,56,2,,380,54,6732219,39.774149595877134,-86.41467899783746,https://covidtracking.com/api/states,,state,0.6585365853658537,436,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,KS,USA,34,1,,451,33,2913314,38.49995525967745,-98.33450321689992,https://covidtracking.com/api/states,,state,0.6585365853658537,437,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,KY,USA,35,1,,489,34,4467673,37.820719419565535,-85.69484257237679,https://covidtracking.com/api/states,,state,0.6585365853658537,438,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,LA,USA,347,8,,805,339,4648794,31.022399050426287,-91.53320699521313,https://covidtracking.com/api/states,,state,0.6585365853658537,439,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,MA,USA,328,,,3132,328,6892503,42.12038082106261,-71.72305888370983,https://covidtracking.com/api/states,,state,0.5609756097560976,440,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,MD,USA,107,1,,201,106,6045680,38.84687414823583,-77.28591288692019,https://covidtracking.com/api/states,,state,0.6585365853658537,441,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,ME,USA,53,,,2057,53,1344212,45.261826073000044,-69.03113847999994,https://covidtracking.com/api/states,,state,0.5609756097560976,442,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
,,MI,USA,336,3,,2449,333,9986857,44.99773029893432,-86.2800539156174,https://covidtracking.com/api/states,,state,0.6585365853658537,443,,"[{""name"":""The COVID Tracking Project"",""url"":""https://covidtracking.com/"",""twitter"":""@COVID19Tracking"",""github"":""COVID19Tracking""}]",,
