city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,rating,featureId,aggregate
,Cumberland County,NC,USA,0,0,,,0,332330,35.0502155,-78.8038205,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,273,county
,Clay County,NC,USA,0,0,,,0,11139,35.0712515,-83.7441825,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,274,county
,Jones County,NC,USA,0,0,,,0,9637,35.014189,-77.39021650000001,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,275,county
,Carteret County,NC,USA,0,0,,,0,69524,34.832848999999996,-76.60086799999999,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,276,county
,Union County,NC,USA,0,0,,,0,235908,35.0112285,-80.5587175,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,277,county
,Anson County,NC,USA,0,0,,,0,24877,35.008912,-80.0844735,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,278,county
,Hoke County,NC,USA,0,0,,,0,54764,35.02319,-79.24694550000001,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,279,county
,Duplin County,NC,USA,0,0,,,0,58856,34.9501105,-77.9257305,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,280,county
,Richmond County,NC,USA,0,0,,,0,44887,34.99408,-79.76728299999999,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,281,county
,Scotland County,NC,USA,0,0,,,0,34810,34.836764,-79.5119535,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,282,county
,Onslow County,NC,USA,1,0,,,1,197683,34.712451,-77.3899735,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,283,county
,Robeson County,NC,USA,0,0,,,0,131831,34.626412,-79.133749,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,284,county
,Bladen County,NC,USA,0,0,,,0,33190,34.611776500000005,-78.5427315,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,285,county
,Pender County,NC,USA,0,0,,,0,62162,34.512526,-77.894035,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,286,county
,Columbus County,NC,USA,0,0,,,0,55655,34.2134885,-78.6167595,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,287,county
,New Hanover County,NC,USA,0,0,,,0,232274,34.15828500000001,-77.872919,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,288,county
,Brunswick County,NC,USA,1,0,,,1,136744,34.1056615,-78.292874,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,289,county
,Iredell County,NC,USA,1,0,,,1,178435,35.7732565,-80.901307,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,290,county
,Rowan County,NC,USA,0,0,,,0,141262,35.6830585,-80.47710000000001,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,291,county
,Lincoln County,NC,USA,1,0,,,1,83770,35.484821999999994,-81.24025,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,292,county
,Mecklenburg County,NC,USA,11,0,,,11,1093901,35.2583695,-80.804163,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,293,county
,Cabarrus County,NC,USA,1,0,,,1,211342,35.3456055,-80.541589,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,294,county
,Gaston County,NC,USA,0,0,,,0,222846,35.284431999999995,-81.1896935,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.7073170731707317,295,county
,,NC,USA,62,,,,62,10488084,35.24607653682786,-80.02322978144363,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,0.5121951219512195,296,county
,Atlantic County,NJ,USA,3,,,3,3,265429,39.509258,-74.6437035,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,297,county
,Bergen County,NJ,USA,114,,,121,114,936692,40.952146,-74.08225,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,298,county
,Burlington County,NJ,USA,10,,,13,10,445384,39.8658955,-74.72494950000001,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,299,county
,Camden County,NJ,USA,8,,,11,8,507078,39.800549000000004,-74.9381575,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,300,county
,Cape May County,NJ,USA,0,,,0,0,92560,39.1261435,-74.756719,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,301,county
,Cumberland County,NJ,USA,0,,,1,0,150972,39.373098,-75.135421,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,302,county
,Essex County,NJ,USA,45,,,49,45,799767,40.7914715,-74.24515199999999,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,303,county
,Gloucester County,NJ,USA,2,,,2,2,291408,39.7016335,-75.15904900000001,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,304,county
,Hudson County,NJ,USA,34,,,40,34,676061,40.732721999999995,-74.07540449999999,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,305,county
,Hunterdon County,NJ,USA,6,,,7,6,124714,40.5647375,-74.9494015,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,306,county
,Mercer County,NJ,USA,15,,,15,15,369811,40.280848500000005,-74.7122715,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,307,county
,Monmouth County,NJ,USA,32,,,37,32,621354,40.2778005,-74.2928135,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,308,county
,Ocean County,NJ,USA,8,,,9,8,601651,39.835446000000005,-74.29221150000001,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,309,county
,Passaic County,NJ,USA,18,,,20,18,503310,41.0114805,-74.304839,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,310,county
,Salem County,NJ,USA,0,,,0,0,62607,39.5848515,-75.31079349999999,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,311,county
,Somerset County,NJ,USA,16,,,16,16,331164,40.566201,-74.5998835,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,312,county
,Sussex County,NJ,USA,0,,,1,0,140799,41.128282,-74.678832,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,313,county
,Union County,NJ,USA,26,,,31,26,558067,40.665566,-74.300027,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,314,county
,Warren County,NJ,USA,1,,,2,1,105779,40.8430415,-74.985897,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,315,county
,Morris County,NJ,USA,19,,,19,19,494228,40.867802999999995,-74.5802275,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,316,county
,Middlesex County,NJ,USA,40,,,44,40,829685,40.430130500000004,-74.41841600000001,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.7073170731707317,317,county
,,NJ,USA,397,,,441,397,8882190,40.14601558652788,-74.71937008349994,https://opendata.arcgis.com/datasets/8840fd8ac1314f5188e6cf98b525321c_0.csv,0.6097560975609756,318,county
,,British Columbia,CAN,186,,,,186,5071000,54.15716767014678,-126.56202337499991,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,319,state
,,Alberta,CAN,97,,,,97,4067175,54.49628672664678,-115.00016854279502,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,320,state
,,Saskatchewan,CAN,2,,,,2,1098352,54.496338403094796,-105.6821561755884,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,321,state
,,Manitoba,CAN,15,,,,15,1278365,54.496368513369816,-95.4742987434922,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,322,state
,,Ontario,CAN,212,,,,212,13448494,49.26501413726137,-84.7533750036988,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,323,state
,,Quebec,CAN,94,,,,94,8164361,53.79378896700006,-68.38833574149993,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,324,state
,,Newfoundland and Labrador,CAN,0,,,,0,519716,53.46112743006114,-60.21844100481229,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,325,state
,,New Brunswick,CAN,2,,,,2,747101,46.36274594300005,-66.43830941249992,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,326,state
,,Nova Scotia,CAN,3,,,,3,923598,45.266872463000055,-63.021209276499945,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,327,state
,,Prince Edward Island,CAN,1,,,,1,142907,46.49290599200006,-63.21041826049995,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html,0.43902439024390244,328,state
,,,THA,212,1,42,,169,68414135,13.04083302850006,101.54455590850003,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,329,state
,,,JPN,889,29,144,,716,126451398,37.87307291750005,137.65978516150005,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,330,state
,,,SGP,313,0,114,,199,5888926,1.3585676125000532,103.80420983150006,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,331,state
,,,NPL,1,0,1,,0,29384297,28.38379831950006,84.1027264815001,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,332,state
,,,MYS,790,2,60,,728,31381992,3.9309068840000734,109.69719485800007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,333,state
,,,KHM,35,0,1,,34,16204486,12.56212270450002,104.96757694500008,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,334,state
,,,LKA,51,0,1,,50,22409381,7.8766543645000695,80.82227623750006,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,335,state
,,,DEU,12327,28,105,,12194,80594017,51.09924480150008,10.473758178500105,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,336,state
,,,FIN,336,0,10,,326,5491218,64.9866635165001,26.09634464500006,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,337,state
,,,ARE,113,0,26,,87,6072475,24.340997059161296,53.97632897200003,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,338,state
,,,PHL,202,19,5,,178,104256076,12.108262437000064,121.93718509200005,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,339,state
,,,IND,156,3,14,,139,1281935911,21.151850284000083,82.74863427400004,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,340,state
,,,ITA,35713,2978,4025,,28710,62137802,41.826061709500074,12.56007714450007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,341,state
,,,SWE,1279,10,1,,1268,9960487,62.191185204500094,17.635630730000088,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,342,state
,,,BEL,1486,14,31,,1441,11491346,50.49042053300006,4.4297657472728815,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,343,state
,,,EGY,196,6,32,,158,97041072,26.825424706000064,30.791862752500094,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,344,state
,,,LBN,133,3,3,,127,6229794,33.86861807120964,35.85466820900007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,345,state
,,,IRQ,164,12,43,,109,39192111,33.21901997950006,43.65276391200004,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,346,state
,,,OMN,39,0,12,,27,3424386,21.444199937000064,55.911594682500095,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,347,state
,,,AFG,22,0,1,,21,34124811,33.930139364000084,67.6895422770001,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,348,state
,,,BHR,256,1,88,,167,1410942,26.024400132000068,50.53386477950008,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,349,state
,,,KWT,142,0,15,,127,2875422,29.315860290500055,47.48260848850009,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,350,state
,,,DZA,74,7,12,,55,40969443,28.032339379000085,1.6432377520000898,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,351,state
,,,HRV,81,0,4,,77,4292095,44.48165314050009,16.33771101500008,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,352,state
,,,CHE,3028,28,15,,2985,8236303,46.840811259500086,8.258983805500094,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,353,state
,,,AUT,1646,4,9,,1633,8754413,47.71313527500007,13.334746337500093,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,354,state
,,,ISR,433,0,11,,422,8299706,31.448389692000035,35.06821170350008,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,355,state
,,,PAK,299,0,2,,297,204924861,30.377750552000087,68.94667484550007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,356,state
,,,GEO,38,0,1,,37,4926330,42.31029968300004,43.34038972821833,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,357,state
,,,GRC,418,5,8,,405,10768477,38.322331546000065,24.119802279500078,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,358,state
,,,MKD,35,0,1,,34,2103721,41.591247966000054,21.726869751000095,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,359,state
,,,NOR,1550,6,1,,1543,5320045,69.25525543850006,18.013723178000077,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,360,state
,,,ROU,260,0,19,,241,21529967,45.95662750300005,24.950926754500074,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,361,state
,,,EST,258,0,1,,257,1251581,58.572233381000025,24.943451368500064,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,362,state
,,,SMR,119,11,4,,104,33537,43.92963720000006,12.437976970500117,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,363,state
,,,BLR,51,0,5,,46,9549747,53.72384073950006,27.942588541500044,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,364,state
,,,ISL,250,1,5,,244,339747,64.96666087450004,-18.861826138499936,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,365,state
,,,LTU,27,0,1,,26,2823859,55.16278391600002,23.911012610500066,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,366,state
,,,MEX,93,0,4,,89,124574795,23.629557940500092,-101.93334401247205,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,367,state
,,,NZL,20,0,0,,20,4510327,-40.878065687999936,172.51685631600003,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,368,state
,,,NGA,8,0,1,,7,190632261,9.07578074450008,8.671077514500098,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,369,state
,,,IRL,292,2,5,,285,5011102,53.46108633000006,-8.136179165499925,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,370,state
,,,LUX,203,2,0,,201,594130,49.80347279900003,6.1075130615000575,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,371,state
,,,MCO,7,0,0,,7,30645,43.743117918500026,7.401602119563048,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,372,state
,,,QAT,452,0,4,,448,2314307,25.363913984500023,51.18376712300005,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,373,state
,,,ECU,111,2,0,,109,16290913,-1.7634670984999161,-83.4578538649999,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,374,state
,,,AZE,28,1,6,,21,9961396,40.14320973750006,47.50227481750011,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,375,state
,,,ARM,84,0,1,,83,3045191,40.077076823500036,45.01914310700013,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,376,state
,,,DOM,21,1,0,,20,10734247,18.771246649000062,-70.13417985399988,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,377,state
,,,IDN,227,19,11,,197,260580739,-2.6357561174999375,118.08721907200007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,378,state
,,,PRT,448,2,3,,443,10839514,37.400416263500055,-15.94334102749994,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,379,state
,,,AND,39,0,1,,38,85702,42.51501586950006,1.5681518960000886,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,380,state
,,,LVA,71,0,1,,70,1944643,56.862861023500045,24.59194014100008,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,381,state
,,,MAR,49,2,1,,46,33986655,28.67223747529175,-9.030622863196513,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,382,state
,,,SAU,171,0,6,,165,28571770,24.244550886000077,45.132142167500064,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,383,state
,,,SEN,31,0,2,,29,14668522,14.474492289500091,-14.37969132899994,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,384,state
,,,ARG,79,2,3,,74,44293293,-38.42173074799991,-63.626654215499926,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,385,state
,,,CHL,238,0,0,,238,17789267,-36.567062457499944,-71.3604937374999,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,386,state
,,,JOR,52,0,1,,51,10248069,31.280817871500048,37.04788003839781,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,387,state
,,,UKR,14,2,0,,12,44033874,48.79241852100008,31.137251424000127,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,388,state
,,,HUN,58,1,2,,55,9850845,47.156127930000025,19.485817912000087,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,389,state
,,,LIE,28,0,0,,28,38244,47.15983571400008,9.533092081500058,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,390,state
,,,POL,251,5,13,,233,38476269,51.93482900350006,19.125478149000088,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,391,state
,,,TUN,29,0,0,,29,11403800,33.78217031200008,9.521981649000097,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,392,state
,,,BIH,38,0,2,,36,3856181,43.91899993950011,17.668099406000096,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,393,state
,,,SVN,275,1,0,,274,1972126,46.14379954050001,14.940281412500084,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,394,state
,,,ZAF,116,0,0,,116,54841552,-28.469792578999943,24.690074089500087,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,395,state
,,,BTN,1,0,0,,1,758288,27.518180482737833,90.40745792650009,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,396,state
,,,CMR,10,0,0,,10,24994885,7.407972718000032,12.350860429500074,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,397,state
,,,COL,93,0,1,,92,47698524,4.114416812000066,-72.93652033249992,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,398,state
,,,CRI,50,0,0,,50,4930258,9.615482479500045,-84.21760006449992,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,399,state
,,,PER,145,0,1,,144,31036656,-9.190602483184005,-75.01090500599992,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,400,state
,,,SRB,83,0,1,,82,7111024,44.20522467850007,20.9182886145001,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,401,state
,,,SVK,105,1,0,,104,5445829,48.67589304650005,19.692058553000123,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,402,state
,,,TGO,1,0,0,,1,7965055,8.61773549700009,0.8081207685000891,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,403,state
,,,MLT,38,0,2,,36,416338,35.88346995650005,14.445323113000057,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,404,state
,,,MTQ,19,1,0,,18,,14.6415,-61.0242,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,,state
,,,BGR,92,2,0,,90,7101510,42.73391529800004,25.47427473600007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,405,state
,,,MDV,13,0,0,,13,392709,4.213175576792927,73.52910604309824,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,406,state
,,,BGD,14,1,3,,10,157826578,23.73811778050007,90.33232039450004,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,407,state
,,,PRY,11,0,0,,11,6943739,-23.43368479399996,-58.44782303899994,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,408,state
,,,ALB,59,2,0,,57,3047987,41.11245290150006,20.154355916000085,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,409,state
,,,CYP,49,0,0,,49,1221549,34.910753335500104,33.197142898000095,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,410,state
,,,BRN,68,0,0,,68,443593,4.510995486500057,114.66157535500005,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,411,state
,,CA,USA,751,13,0,,738,39512223,37.26560485570404,-119.26717119749563,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,412,state
,,MA,USA,218,0,0,,218,6892503,42.12038082106261,-71.72305888370983,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,413,state
,,GA,USA,199,3,0,,196,10617423,32.68249920507424,-83.22068258120515,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,414,state
,,CO,USA,184,2,0,,182,5758736,38.99982098225249,-105.54309696705135,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,415,state
,,FL,USA,314,7,0,,307,21477737,28.060753542550117,-83.82965067998012,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,416,state
,,SC,USA,47,1,0,,46,5148714,33.619274050261765,-80.96432271741013,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,417,state
,,TN,USA,79,0,0,,79,6829174,35.837455259602535,-85.98153690830165,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,418,state
,,VA,USA,77,2,0,,75,8535519,37.99530438119223,-79.76028754243612,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,419,state
,,AZ,USA,27,0,0,,27,7278717,34.165156819218375,-111.93299895849756,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,420,state
,,KY,USA,27,1,0,,26,4467673,37.820719419565535,-85.69484257237679,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,421,state
,,NV,USA,55,1,0,,54,3080156,38.50182293528022,-117.02047733760901,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,422,state
,,NH,USA,26,0,0,,26,1359711,44.002575579129676,-71.64192281532604,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,423,state
,,MN,USA,77,0,0,,77,5639632,46.434810139826055,-93.36252550514794,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,424,state
,,NE,USA,24,0,0,,24,1934408,41.50023602157509,-99.68549198596634,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,425,state
,,OH,USA,86,0,0,,86,11689100,40.36645852284252,-82.67188114679749,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,426,state
,,RI,USA,33,0,0,,33,1059361,41.66332011094793,-71.48453225865693,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,427,state
,,CT,USA,68,0,0,,68,3565287,41.52780529315321,-72.75935673202756,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,428,state
,,HI,USA,14,0,0,,14,1415872,20.58419053050008,-157.30113772849992,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,429,state
,,OK,USA,19,0,0,,19,3956971,35.32361248602737,-98.71994022800911,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,430,state
,,UT,USA,51,0,0,,51,3205958,39.49994305252983,-111.54443973955233,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,431,state
,,,BFA,20,1,0,,19,20107509,12.230804951500069,-1.5662045904998934,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,432,state
,,,VAT,1,0,0,,1,1000,41.90333333950011,12.453533325000109,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,433,state
,,,MNG,6,0,0,,6,3068243,46.85141784700008,103.85503503500007,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,434,state
,,,PAN,86,1,0,,85,3753142,8.420921827000058,-80.07274338849989,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,435,state
,,KS,USA,18,1,0,,17,2913314,38.49995525967745,-98.33450321689992,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,436,state
,,MO,USA,18,0,0,,18,6137428,38.30249432230511,-92.44567264977294,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,437,state
,,VT,USA,18,0,0,,18,623989,43.87150381198679,-72.47219594044931,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,438,state
,,AK,USA,6,0,0,,6,731545,61.51689280800005,0.7835596040000752,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,439,state
,,AR,USA,33,0,0,,33,3017804,34.755387388617066,-92.142816204804,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,440,state
,,ID,USA,9,0,0,,9,1787065,45.49602738420207,-114.12702030654191,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,441,state
,,ME,USA,42,0,0,,42,1344212,45.261826073000044,-69.03113847999994,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,442,state
,,MI,USA,83,0,0,,83,9986857,44.99773029893432,-86.2800539156174,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,443,state
,,MT,USA,11,0,0,,11,1068778,46.70905513463874,-110.04412235741086,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,444,state
,,NM,USA,23,0,0,,23,2096829,34.16360001562739,-106.02383427161152,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,445,state
,,ND,USA,6,0,0,,6,762062,47.46721085597658,-100.3019580214955,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,446,state
,,SD,USA,11,1,0,,10,884659,44.230179869105655,-100.2551086848679,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,447,state
,,WV,USA,1,0,0,,1,1792147,38.92806805344787,-80.1829407161911,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,448,state
,,WY,USA,15,0,0,,15,578759,42.999967466625236,-107.55199589229656,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,449,state
,,Hubei,CHN,67800,3122,56927,,7751,59170000,31.166405443456426,112.26392825753302,https://github.com/CSSEGISandData/COVID-19,0.7804878048780488,450,state
