city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,maintainers,curators,aggregate,rating,tz,featureId,sources
,,Тюменская область,RUS,3,0,1,,2,1537684,57.561332197545134,69.99937625501013,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",315,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Тульская область,RUS,8,0,0,,8,1466025,53.90495290810023,37.42038292777988,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",316,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Пермский край,RUS,10,0,0,,10,2599301,58.89513926886215,55.62097741027924,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",317,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Нижегородская область,RUS,8,0,1,,7,3203818,56.278012193807655,44.77275068549571,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",318,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Краснодарский край,RUS,9,0,0,,9,5677786,45.125972212745225,39.16124006450244,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",319,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Воронежская область,RUS,6,0,0,,6,2323657,50.82018036194679,40.54008914549763,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",320,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Кемеровская область,RUS,3,0,1,,2,2657758,54.50048503315773,86.92687015138634,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Novokuznetsk""]",321,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Хакасия,RUS,2,0,0,,2,534186,53.380970428192654,89.84276452016641,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Krasnoyarsk""]",322,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Мурманская область,RUS,1,0,0,,1,741511,68.00938548400006,34.90373905100009,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",323,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Коми,RUS,3,0,0,,3,820171,63.8317630077066,55.824065789704406,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",324,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Калужская область,RUS,2,0,0,,2,1000070,54.29542003021021,35.38014570536001,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",325,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ивановская область,RUS,2,0,0,,2,997196,57.059127305630625,41.5570813335367,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",326,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Забайкальский край,RUS,1,0,1,,0,1059657,53.76782989901964,114.93598067831564,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Chita""]",327,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Томская область,RUS,2,0,0,,2,1079051,58.36996460628154,82.23537356953457,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Tomsk""]",328,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Архангельская область,RUS,3,0,0,,3,1092277,71.25419668220843,52.40648013605133,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",329,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Рязанская область,RUS,2,0,0,,2,1108924,54.34107615803825,40.687211948222824,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",330,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Чувашская Республика,RUS,1,0,0,,1,1217820,55.48089030609273,47.16624799999519,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",331,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ульяновская область,RUS,1,0,0,,1,1229687,53.726798407770275,48.023870070097615,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Ulyanovsk""]",332,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ярославская область,RUS,2,0,0,,2,1253189,57.74603628194882,39.256808302611034,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",333,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Пензенская область,RUS,2,0,0,,2,1304825,53.16538564742967,44.538553094549655,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",334,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Белгородская область,RUS,1,0,0,,1,1547532,50.611976016414836,37.257911820915325,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",335,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ханты-Мансийский АО,RUS,4,0,0,,4,1674086,62.153105780807095,72.59394656733019,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",336,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ленинградская область,RUS,3,0,0,,3,1876392,59.880169583309595,31.690953920473945,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",337,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Оренбургская область,RUS,4,0,0,,4,1956256,52.42594798177135,56.20663392436609,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",338,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Саратовская область,RUS,1,0,0,,1,2421785,51.3108997632721,46.63994897159279,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Saratov""]",339,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Татарстан,RUS,11,0,0,,11,3902642,55.3216364610538,50.70933922692376,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",340,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Курганская область,RUS,1,0,0,,1,826941,55.50209433754868,65.35707555947121,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",341,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Кабардино-Балкарская Республика,RUS,4,0,0,,4,868174,43.44054826788823,43.39782079804138,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",342,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Челябинская область,RUS,5,0,0,,5,3466960,54.17980474289456,60.232748754424904,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",343,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ставропольский край,RUS,5,0,0,,5,2803021,44.95066742621074,43.27635623560175,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",344,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Брянская область,RUS,2,0,0,,2,1192570,52.92660191489801,33.2805060190266,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",345,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Удмуртская Республика,RUS,4,0,0,,4,1501005,57.197697659119655,52.736450636787424,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Samara""]",346,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Новгородская область,RUS,1,0,0,,1,596173,58.17642344813359,32.91590335475601,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",347,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Крым,RUS,19,0,0,,19,1912025,45.289353574844,34.563202345000064,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Simferopol""]",348,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Башкортостан,RUS,4,0,0,,4,4037811,54.04502187745766,56.56066165526113,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Yekaterinburg""]",349,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Чеченская Республика,RUS,3,0,0,,3,1476752,43.24292079784596,45.71222822445296,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",350,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Приморский край,RUS,2,0,0,,2,1895305,45.36984996141917,134.7167686551439,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Vladivostok""]",351,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Волгоградская область,RUS,4,0,0,,4,2491751,49.34476614034509,44.301002410981965,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Volgograd""]",352,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Орловская область,RUS,3,0,0,,3,733682,52.79009847666333,36.42168419751766,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",353,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Псковская область,RUS,6,0,0,,6,626046,57.29607624962487,29.42523746466557,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",354,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Ростовская область,RUS,2,0,0,,2,4195327,48.08657420483567,41.267486203128044,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",355,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Бурятия,RUS,2,0,0,,2,986109,53.60371260690127,107.78094607959787,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Asia/Irkutsk""]",356,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Мордовия,RUS,2,0,0,,2,790829,54.42051575424861,44.47003014472537,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",357,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,,Республика Дагестан,RUS,1,0,0,,1,3111353,43.09894854938602,46.85152408187915,https://yandex.ru/maps/api/covid?csrfToken=,"[{""name"":""Arseniy Ivanov"",""twitter"":""@freeatnet"",""github"":""freeatnet"",""email"":""arseniy+coronadatascraper@freeatnet.com""}]","[{""name"":""Yandex"",""url"":""https://yandex.ru""}]",state,0.49019607843137253,"[""Europe/Moscow""]",358,"[{""description"":""Data provided by Rospotrebnadzor (Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing)"",""name"":""Rospotrebnadzor"",""url"":""https://www.rospotrebnadzor.ru/""}]"
,Anchorage,AK,USA,33,0,,,,,,,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,,"[{""name"":""The New York Times"",""url"":""http://nytimes.com/"",""twitter"":""@nytimes"",""github"":""nytimes""}]",county,0.6274509803921569,,,
,Fairbanks North Star Borough,AK,USA,15,0,,,,98971,,,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,,"[{""name"":""The New York Times"",""url"":""http://nytimes.com/"",""twitter"":""@nytimes"",""github"":""nytimes""}]",county,0.6274509803921569,,,
,Juneau City and Borough,AK,USA,3,0,,,,32113,,,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,,"[{""name"":""The New York Times"",""url"":""http://nytimes.com/"",""twitter"":""@nytimes"",""github"":""nytimes""}]",county,0.6274509803921569,,,
,Kenai Peninsula Borough,AK,USA,5,0,,,,58533,,,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,,"[{""name"":""The New York Times"",""url"":""http://nytimes.com/"",""twitter"":""@nytimes"",""github"":""nytimes""}]",county,0.6274509803921569,,,
